COURSE_ID,TITLE,Database,Python,CloudComputing,DataAnalysis,Containers,MachineLearning,ComputerVision,DataScience,BigData,Chatbot,R,BackendDev,FrontendDev,Blockchain,num_genres,clean_text
excourse19,introduction to python programming,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Python
excourse20,python and statistics for financial analysis,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,Python DataAnalysis
excourse21,applied machine learning in python,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3,Python MachineLearning DataScience
excourse22,introduction to data science in python,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3,Python MachineLearning DataScience
excourse23,data analysis using python,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,Python DataAnalysis
excourse24,introduction to cloud computing,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,CloudComputing
excourse25,cloud computing basics  cloud 101 ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,CloudComputing
excourse26,cloud computing foundations,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,CloudComputing
excourse27,cloud computing concepts  part 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,CloudComputing
excourse28,fundamentals of cloud computing,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,CloudComputing
excourse29,cloud computing concepts  part 2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,CloudComputing
excourse30,cloud computing applications  part 1  cloud systems and infrastructure,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,CloudComputing
excourse31,cloud computing applications  part 2  big data and applications in the cloud,1,0,1,0,0,0,0,0,1,0,0,0,0,0,3,Database CloudComputing BigData
excourse32,introduction to data analytics,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,DataAnalysis
excourse33,excel basics for data analysis,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,DataAnalysis
excourse34,introduction to data analysis,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,DataAnalysis
excourse35,introduction to predictive modeling,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,DataAnalysis MachineLearning
excourse36,data analysis using python,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,Python DataAnalysis
excourse37,data analysis with r programming,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,DataAnalysis R
excourse38,data analysis with python,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,Python DataAnalysis
excourse39,excel fundamentals for data analysis,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,DataAnalysis
excourse40,exploratory data analysis for machine learning,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,DataAnalysis MachineLearning
excourse41,introduction to data analysis using excel,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,DataAnalysis
excourse42,big data analysis  hive  spark sql  dataframes and graphframes,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Database BigData
excourse43,cloud virtualization  containers and apis,0,0,1,0,1,0,0,0,0,0,0,1,0,0,3,CloudComputing Containers BackendDev
excourse44,alibaba cloud native solutions and container service,0,0,1,0,1,0,0,0,0,0,0,1,0,0,3,CloudComputing Containers BackendDev
excourse45,docker  basics,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Containers
excourse46,machine learning,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,MachineLearning
excourse47,machine learning for all,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,MachineLearning
excourse48,introduction to machine learning  language processing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
excourse49,applied machine learning in python,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,Python MachineLearning
excourse50,build  train  and deploy ml pipelines using bert,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,MachineLearning
excourse51,introduction to machine learning in production,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,MachineLearning
excourse52,machine learning data lifecycle in production,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,MachineLearning
excourse53,deploying machine learning models in production,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,MachineLearning
excourse54,exploratory data analysis for machine learning,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,DataAnalysis MachineLearning
excourse55,advanced computer vision with tensorflow,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,MachineLearning ComputerVision
excourse56,deep learning applications for computer vision,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,MachineLearning ComputerVision
excourse57,deep learning in computer vision,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,MachineLearning ComputerVision
excourse58,computer vision basics,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,MachineLearning ComputerVision
excourse59,fundamentals of digital image and video processing,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,MachineLearning ComputerVision
excourse60,introduction to tensorflow for artificial intelligence  machine learning  and deep learning,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,MachineLearning
excourse61,convolutional neural networks in tensorflow,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,MachineLearning ComputerVision
excourse62,introduction to data science in python,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,Python DataScience
excourse63,a crash course in data science,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,DataScience
excourse64,data science in real life,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,DataScience
excourse65,data science fundamentals for data analysts,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,DataAnalysis DataScience
excourse66,executive data science capstone,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,DataScience
excourse67,introduction to big data,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,BigData
excourse68,big data modeling and management systems,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,BigData
excourse69,machine learning with big data,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,MachineLearning BigData
excourse70,big data   capstone project,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Database BigData
excourse71,big data essentials  hdfs  mapreduce and spark rdd,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Database BigData
excourse72,foundations for big data analysis with sql,1,0,0,1,0,0,0,0,1,0,0,0,0,0,3,Database DataAnalysis BigData
excourse73,analyzing big data with sql,1,0,0,1,0,0,0,0,1,0,0,0,0,0,3,Database DataAnalysis BigData
excourse74,fundamentals of big data,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,BigData
excourse75,hadoop platform and application framework,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,BigData BackendDev
excourse76,working with big data,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,BigData
excourse77,natural language processing with attention models,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,MachineLearning
excourse78,natural language processing with sequence models,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,MachineLearning
excourse79,natural language processing with probabilistic models,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,MachineLearning
excourse80,r programming,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,R
excourse81,data analysis with r programming,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,R
excourse82,getting started with data visualization in r,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,DataAnalysis R
excourse83,introduction to probability and data with r,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,DataAnalysis R
excourse84,using r for regression and machine learning in investment ,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,DataAnalysis R
excourse85,data visualization in r with ggplot2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,DataAnalysis R
excourse86,the r programming environment,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,R
excourse87,html  css  and javascript for web developers,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,FrontendDev
excourse88,javascript basics,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,BackendDev FrontendDev
excourse89,javascript  jquery  and json,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,BackendDev FrontendDev
excourse90,programming foundations with javascript  html and css,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,BackendDev FrontendDev
excourse91,front end web development with react,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,FrontendDev
excourse92,introduction to web development,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,BackendDev FrontendDev
excourse93,interactivity with javascript and jquery,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,BackendDev FrontendDev
